italian,medieval
"Escludi Stricca, che seppe fare spese moderate, e Niccolò che per primo scoprì l'uso costoso dei chiodi di garofano nell'orto dove questo seme attecchisce","Tra’mene Stricca che seppe far le temperate spese, e Niccolò che la costuma ricca del garofano prima discoverse ne l’orto dove tal seme s’appicca"
E io a lui:,E io a lui:
"Il patriarca Giacobbe la vide estendersi con la parte alta fin lassù, quando gli apparve in sogno piena di angeli","Infin là sù la vide il patriarca Iacobbe porger la superna parte, quando li apparve d’angeli sì carca"
"Il sentimento e l'intelletto, non appena Dio vi apparse, si fecero per voi dello stesso peso, poiché il sole che vi illuminò e scaldò è uguale nel suo sapere e nel suo amore, al punto che ogni altra uguaglianza è imperfetta","L’affetto e ‘l senno, come la prima equalità v’apparse, d’un peso per ciascun di voi si fenno, però che ‘l sol che v’allumò e arse, col caldo e con la luce è sì iguali, che tutte simiglianze sono scarse"
"Furono gli occhi il varco da cui cominciò la battaglia, che in brevissimo tempo sbaragliò ogni forza, così che la mente venne annientata da questo colpo.","Per li occhi venne la battaglia in pria, che ruppe ogni valore immantenente, sì che del colpo fu strutta la mente."
Il cielo sereno all'alba e la neve bianca che scende in assenza di vento.,Aria serena quand'apar l'albore e bianca neve scender senza venti.
e queste cose sono comunque delle creature,e queste cose pur furon creature
Ma il vostro sangue si sparge più abbondantemente perché siete stimolati da un odio ben diverso.,"Ma 'l vostro sangue piove piú largamente, ch' altr' ira vi sferza."
"Tastati il collo e troverai la correggia che lo tiene legato, o anima confusa, e vedi il corno che ti attraversa il gran petto","Cércati al collo, e troverai la soga che ’l tien legato, o anima confusa, e vedi lui che ’l gran petto ti doga"
"Ma la mia facoltà visiva era insufficiente a questo, come lo sarebbe a guardare il sole che abbaglia i nostri occhi e non ci permette di vederlo per troppa luminosità","Ma come al sol che nostra vista grava e per soverchio sua figura vela, così la mia virtù quivi mancava"
"Ora quello che ti era dietro ti è davanti: ma affinché tu sappia che ho piacere di essere con te, voglio donarti ancora un corollario","Or quel che t’era dietro t’è davanti: ma perché sappi che di te mi giova, un corollario voglio che t’ammanti"
"e il fumo del Flegetonte fa ombra di sopra, così che protegge dal fuoco l'acqua e gli argini stessi","e ’l fummo del ruscel di sopra aduggia, sì che dal foco salva l’acqua e li argini"
"Ora, quando mi appare in sogno mi provoca angoscia e mi abbatte, né posso difendermi dal dolore e dalla paura (tema): poiché sovente mi sembra di scorgere sul suo viso compassione mista a profondo dolore, e mi sembra di ascoltare notizie tali per le quali il cuore si convince (fede acquista) ad abbandonare per sempre gioia e speranze.","Ché spesso nel suo volto veder parme vera pietà con grave dolor mista, ed udir cose onde 'l cor fede acquista che di gioia e di speme si disarme."
Le due corone di spiriti furono pronti e solleciti a dire,Tanto mi parver sùbiti e accorti e l’uno e l’altro coro a dicer
"Senza che voi lo domandiate, io vi dico subito che questo corpo che vedete è di carne e ossa",Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete
"E Griffolino d'Arezzo, che rimase lì tremante, mi disse:","E l’Aretin che rimase, tremando mi disse:"
Così disse quella luce: allora mi rivolsi al beato,Così quel lume: ond’io m’attesi a lui
Il mio maestro gli rispose:,Rispuose ’l mio maestro:
Quel saggio mi comandò:,mi comandò quel saggio:
"Io che giorno e notte piango della sua condizione infelice, pongo in te tutta la mia speranza: perché se il popolo romano dovesse poter alzare gli occhi per prendersi cura del proprio onore, mi sembra che questa fortuna possa accadere solo nel tempo del tuo governo.","I' che dí e notte del suo strazio piango, di mia speranza ò in te la maggior parte: ché, se 'l popol di marte devesse al proprio onore alzar mai gli occhi, parmi pur ch' a' tuoi dí la grazia tocchi."
"Allo stesso modo la tua bocca si fa a pezzi per il tuo male, come al solito",Così si squarcia la bocca tua per tuo mal come suole
I suoi atteggiamenti pigri e le brevi parole mi spinsero a ridere un poco,Li atti suoi pigri e le corte parole mosser le labbra mie un poco a riso
infatti io ho visto il pruno tutto l'inverno stare rinsecchito e sterile,ch’i’ ho veduto tutto ‘l verno prima lo prun mostrarsi rigido e feroce
"Se tutto ciò che è stato detto finora su di lei fosse racchiuso in un'unica lode, essa sarebbe insufficiente a questo compito","Se quanto infino a qui di lei si dice fosse conchiuso tutto in una loda, poca sarebbe a fornir questa vice"
"e per la fretta non osavo domandare a lui, né potevo vedere qualcosa che spiegasse l'accaduto: così camminavo timido e pensieroso'","né per la fretta dimandare er’oso, né per me lì potea cosa vedere: così m’andava timido e pensoso"
"Figlio mio, al di sotto di questi sassi ci sono tre Cerchi, uno di sotto all'altro come gli altri che hai visto","Figliuol mio, dentro da cotesti sassi son tre cerchietti di grado in grado, come que’ che lassi"
"Vedi, signore benigno, per quali lievi cause che guerra crudele.","Vedi, segnor cortese, di che lievi cagion che crudel guerra."
"Ma Minosse, a cui non è lecito sbagliare, mi condannò nell'ultima delle dieci Bolge per l'alchimia che praticai nel mondo","Ma nell ’ultima bolgia de le diece me per l’alchìmia che nel mondo usai dannò Minòs, a cui fallar non lece"
"così, dopo avermi preso per mano, la bella donna si mosse e disse signorilmente a Stazio:","così, poi che da essa preso fui, la bella donna mossesi, e a Stazio donnescamente disse:"
"Ma sentimento e intelletto nei mortali hanno mezzi ben diversi, per la ragione che vi è nota","Ma voglia e argomento ne’ mortali, per la cagion ch’a voi è manifesta, diversamente son pennuti in ali"
"Come talvolta quelli che danzano in cerchio, spinti da una maggiore gioia, alzano la voce e rendono più lieti i loro gesti, così quelle sante corone mostrarono nuova felicità a quella preghiera pronta e devota di Beatrice, ruotando e cantando mirabilmente","Come, da più letizia pinti e tratti, a la fiata quei che vanno a rota levan la voce e rallegrano li atti, così, a l’orazion pronta e divota, li santi cerchi mostrar nova gioia nel torneare e ne la mira nota"
"E come l'anima umana dentro il vostro corpo mette in atto diverse potenze attraverso membra differenti e diversamente formate, così l'intelligenza angelica dispiega la sua bontà moltiplicata per le varie stelle, ruotando pur restando unita","E come l’alma dentro a vostra polve per differenti membra e conformate a diverse potenze si risolve, così l’intelligenza sua bontate multiplicata per le stelle spiega, girando sé sovra sua unitate"
desidero vanamente un goccio d'acqua,un gocciol d’acqua bramo
"Questo mi rende sicuro e mi spinge a domandarvi con deferenza, donna, di un'altra verità che non mi è chiara","Questo m’invita, questo m’assicura con reverenza, donna, a dimandarvi d’un’altra verità che m’è oscura"
"Infatti, dopo che egli ebbe strappato l'umile pianta che aveva scelto, questa rinacque subito tale quale era nello stesso punto","ché qual elli scelse l’umile pianta, cotal si rinacque   subitamente là onde l’avelse"
"Ed essi erano schermati da una parte e dall'altra, non avvedendosi di nulla",Ed essi quinci e quindi avien parete di non caler
Così iniziò a parlarmi il mio maestro,Sì cominciò lo mio duca a parlarmi
Poi continuò:,E seguì:
Chiesi perdono a Dio alla fine dei miei giorni,Pace volli con Dio in su lo stremo de la mia vita
"Questi, scacciato da Roma, spense ogni dubbio in Cesare, affermando che chi è pronto ad agire riportò sempre danni nell'attendere","Questi, scacciato, il dubitar sommerse in Cesare, affermando che ’l fornito sempre con danno l’attender sofferse"
"Vedi Paride, Tristano","Vedi Parìs, Tristano"
"infatti le anime che espiano con le lacrime, goccia a goccia, il peccato che affligge il mondo intero, sono distese dalla parte opposta troppo vicine all'orlo della Cornice","ché la gente che fondea goccia a goccia per li occhi il malche tutto ‘l mondo occupa, da l’altra parte infuor troppo s’approccia"
Solo qui puoi vedere la mia sola figura.,Qui veder pòi l' imagine mia sola.
Il buon maestro disse:,Lo buon maestro disse:
"E prima che l'orizzonte assumesse un unico aspetto in tutte le sue parti immense, e che la notte avesse oscurato tutte le terre, ognuno di noi fece un letto di un gradino","E pria che ‘n tutte le sue parti immense fosse orizzonte fatto d’uno aspetto, e notte avesse tutte sue dispense, ciascun di noi d’un grado fece letto"
perciò risposi così prontamente,però fu la risposta così piena
Il buon maestro mi disse:,Lo buon maestro a me:
"Invece è necessario che virtù diverse siano il prodotto di differenti principi formali, i quali secondo il tuo ragionamento sarebbero ridotti a uno solo","Virtù diverse esser convegnon frutti di princìpi formali, e quei, for ch’uno, seguiterìeno a tua ragion distrutti"
"Ogni anima, che è separata dalla materia e al tempo stesso unita ad essa, ha raccolta in sé una specifica disposizione, la quale non è avvertita se non agisce, né è visibile se non produce i suoi effetti, come la vita nella pianta si vede attraverso le foglie verdi","Ogne forma sustanzial, che setta è da matera ed è con lei unita, specifica vertute ha in sé colletta, la qual sanza operar non è sentita, né si dimostra mai che per effetto, come per verdi fronde in pianta vita"
"poiché se produce chelidri, iacule, faree, cencri e anfisibene, non mostrò mai tanti animali pestiferi con tutta l'Etiopia e con la regione all'altezza del Mar Rosso","ché se chelidri, iaculi e faree produce, e cencri con anfisibena, né tante pestilenzie né sì ree mostrò già mai con tutta l’Etiopia né con ciò che di sopra al Mar Rosso èe"
Ti condurremo ai suoi occhi,Merrenti a li occhi suoi
"e quest'altro è quell'anima per la quale poco fa il vostro regno, che lo allontana da sé, scosse ogni pendice","e quest’altro è quell’ombra per cui scosse dianzi ogne pendice lo vostro regno, che da sé lo sgombra"
"Mi sembrò che su di esso sedesse una sfacciata prostituta, sicura come una rocca su un'alta montagna, che ruotava intorno gli occhi seduttivi","Sicura, quasi rocca in alto monte, seder sovresso una puttana sciolta m’apparve con le ciglia intorno pronte"
"Se il continuo sospirare e piangere nutrendomi di dolore, rabbia e affanno.","Se sospirare e lagrimar mai sempre, pascendosi di duol, d' ira e d' affanno."
Io gli risposi:,rispuos’io lui:
"La santa volontà dell'aquila di Cristo non mi fu nascosta, anzi capii subito dove voleva condurre la mia professione di carità","Non fu latente la santa intenzione de l’aguglia di Cristo, anzi m’accorsi dove volea menar mia professione"
"Nell'ora in cui il calore del giorno non può più affievolire il freddo dei raggi lunari, estinto dal freddo della Terra e talvolta da quello di Saturno, quando i geomanti vedono la figura della Fortuna Maior che sorge a oriente, prima dell'alba, venendo ben presto offuscata dalla luce solare, vidi in sogno una donna balbuziente, con gli occhi storti e i piedi zoppi, con le mani rattrappite e di colorito smorto","Ne l’ora che non può ‘l calor diurno intepidar più ‘l freddo de la luna, vinto da terra, e talor da Saturno - quando i geomanti lor Maggior Fortuna veggiono in oriente, innanzi a l’alba, surger per via che poco le sta bruna -, mi venne in sogno una femmina balba, ne li occhi guercia, e sovra i piè distorta, con le man monche, e di colore scialba"
"Qui nel loro tripudio e nel loro canto vidi scintillare una bellezza tale, che era una gioia negli occhi di tutti gli altri santi","Vidi a lor giochi quivi e a lor canti ridere una bellezza, che letizia era ne li occhi a tutti li altri santi"
"Questo è uno spirito divino, che senza bisogno di pregarlo ci indirizza sulla via per salire e col suo fulgore cela il proprio aspetto","Questo è divino spirito, che ne la via da ir sù ne drizza sanza prego, e col suo lume sé medesmo cela"
"La filosofia, per chi la comprende, spiega in più libri che la natura prende il suo corso dal divino intelletto e dalla sua operosità","Filosofia, a chi la ’ntende, nota, non pure in una sola parte, come natura lo suo corso prende  dal divino ’ntelletto e da sua arte"
giacché chi lo separa sempre dalla giustizia ne fa un cattivo uso,ché mal segue quello sempre chi la giustizia e lui diparte
molto famoso ma non ancora con fede cristiana,"famoso assai, ma non con fede ancora"
mi chiese un consiglio e io tacqui perché le sue mi sembravano le parole di un pazzo,"domandommi consiglio, e io tacetti perché le sue parole parver ebbre"
